s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1237.947494,26.677411,754.159577,28.564379,1.698077,-0.011603,-0.025541,0.000304,-0.000151,-0.000241,-6.918387,6.761472,-0.000238,-0.000159,0.000300
1239.947223,26.423442,756.142977,28.587580,1.698685,-0.011905,-0.026024,0.000348,0.000057,-0.000210,-6.941232,6.750457,-0.000206,0.000048,0.000350
1241.946959,26.168432,758.126245,28.611386,1.699382,-0.011791,-0.026444,0.000440,-0.000094,-0.000253,-6.928674,6.729476,-0.000248,-0.000106,0.000437
1243.946693,25.912067,760.109338,28.634965,1.700262,-0.011980,-0.026949,0.000358,-0.000298,-0.000244,-6.949651,6.753874,-0.000240,-0.000307,0.000350
1245.946432,25.653712,762.092172,28.658919,1.700979,-0.012575,-0.027438,0.000413,-0.000495,-0.000164,-6.971460,6.778868,-0.000159,-0.000506,0.000400
1247.946184,25.394137,764.074847,28.684065,1.701805,-0.013564,-0.027766,0.000510,-0.000165,-0.000178,-6.990748,6.835635,-0.000171,-0.000179,0.000505
1249.945963,25.132987,766.057315,28.711188,1.702825,-0.013894,-0.028123,0.000417,-0.000683,-0.000239,-7.007754,6.899792,-0.000233,-0.000694,0.000397
1251.945751,24.869536,768.039479,28.738971,1.703658,-0.015259,-0.028602,0.000467,-0.000155,-0.000285,-7.045848,6.967671,-0.000277,-0.000168,0.000463
1253.945578,24.604688,770.021456,28.769486,1.704593,-0.015569,-0.029171,0.000585,-0.000524,-0.000206,-7.076692,7.025214,-0.000197,-0.000541,0.000570
1255.945416,24.338046,772.003193,28.800620,1.705763,-0.016617,-0.029582,0.000464,-0.000307,-0.000179,-7.099048,7.085125,-0.000171,-0.000321,0.000454
1257.945287,24.068790,773.984576,28.833849,1.706691,-0.017232,-0.029940,0.000530,-0.000600,-0.000122,-7.117798,7.144357,-0.000113,-0.000615,0.000512
